NEWBOOK-bodhyana_0005	1	6	"αñ░αñ╛αñ»αñ«αÑìΓÇîαñ¿αÑìαñ»αÑÆαñ╡αÑçαñªαñ╡αñ╛αñ¿αÑï αñ¬αñ░αñ┐ IMM ANA TEAM αñ»αñ░αÑìαñ╖αñªαñ╕αÑìαñ«αñ╕αÑÇαñ»αñ╕αñ┐αñªαÑçαñ¿αÑïαñ╖αñ»αñ¢ αñ¿αñ┐αñ░αÑç"	"The text appears to be a mix of Sanskrit and other elements that do not form a coherent sentence. Therefore, I cannot provide a translation."
NEWBOOK-bodhyana_0005	1	7	"αñ╡αñ╡αñ░αÑìαñ╣αñ┐αñ«αñ╡αñ┐αñ╖αÑìαñ╡αñ╢αÑìαñÜαñ╛αñ▓αñ┐αñ░αñ»αñÖαÑì αñ¬αñòαÑç αñ░αñºαÑìαñ»αñ╛αñ╕αñ¿αñ┐αñª)(αñ¢αÑçαñ¿αñ»αñ╛αñ¢αÑçαñ▓αñ╛αññαÑçαñ«αñÅαñ░αñ┐αñ╖ HAG AMAA"	""
NEWBOOK-bodhyana_0005	1	8	"┬⌐ Dharmartha Trust J&K. Digitized by eGangotri"	""""""
NEWBOOK-bodhyana_0006	1	1	qa	""
NEWBOOK-bodhyana_0006	1	2	"αñ╢αñ╡αñ┐αñªαÑçαñ╡αñ¼αñ╣αñ┐αñéαñùαñ╢αññαñ╡αñ▓αñ╢αñéαñ╡αñ┐αñ░αÑïαñ╣αññαñ┐αñ╕αñ░αÑüαñ░αñ¿αñ╡αñ▓αÑìαñ╢αñ╛αñ¼αñ┐αñ╡αñ»┬ú αñƒαñ╣ αñ¿αñ»αñ╛αññαñ╛αñ¿αÑçαñ«αñâαñ»αÑüαñ¡αñ┐"	"The text appears to be garbled or nonsensical and does not convey a coherent meaning in Sanskrit."
NEWBOOK-bodhyana_0006	1	3	"αÑ¿)\"	""
NEWBOOK-bodhyana_0006	1	4	"αñ╢αñ░αÑç < αñ╕αñ╡αñªαñ¿αÑìαññαñ┐ αñ╡αñ╛αñ¡αÑìαññαñ╛αñ░αñ▓αÑçαñƒαñºαñ╛αñ╡αñ┐αñ╖αÑìαñ»αñ╡αÑìαñ»αñ╛- αñ╕αñ░αÑìαñ╡αñâ αñ¬αñ╛αñ▓αñ┐ gaan"	"The arrows are all directed towards the target."
NEWBOOK-bodhyana_0006	1	5	"αñ£αñ╛αñ« αñ╢αñ╛αñ▓αñ¿αñ╛αññαñ┐ αñ£αñ¿αÑìαñ╡αñ╛αñ¬αÑçαñÜαñ╡αñ╛αñ▓αñ¿αÑìαñ▓αÑüαñ£αñ╛αñ¿αñ╡αÑçαñ╡αÑçαñòαñ╛)αñªαñ╡αñ╛αñ»αñ╛αñ╡αññαñ╛αñ╡αñ╛ αñ▓ αñ«αñ¿αÑìαñ»αÑçαñ» αññαñ┐αñ»αñûαÑìαñ╡αñ╛αñ╖αÑìαñ╣αñ┐αññ"	"The text appears to be garbled or nonsensical and does not convey a clear meaning in Sanskrit."
NEWBOOK-bodhyana_0006	1	6	"αñ╕ αñ¿αñªαñªαñ╛αÑìαñÜαñ¿αñ╛αññαÑìαñ░αÑçαñ¿αñ┐αñÑαñ╛αñ»αññαñªαÑìαñ¢αñ┐αñ¿αÑìαÑìαñ░αñ╕αñ░ αñ«αñ¡αñ┐ αñ¡αñ░αññαñ┐αñûαñ╕αÑêαñùαÑìαñªαññαñ╛αñ▓αñ╛αñ╕αñ«αñ░αñ░αñ╛αñ«αÑÇαññαñ┐αñûαñ¿αñ╕αÑìαñ»αññαÑÇαñ╕αÑìαññαñ╕αÑìαñ»αÑçαñ╡αÑçαñ¿ αñ╣>αÑçαñ¿αñ┐αññαñ┐αñùαÑìαñ░αÑêαñ▓αÑçαñòαÑüαñ»αññαñ┐αÑìαñ╖αÑïαñ¿αñ┐αñùαÑìαñ░ αñÜαñ┐αññαÑìαñ░"	"The text appears to be garbled or nonsensical and does not convey a coherent meaning in Sanskrit. Therefore, I cannot provide a translation."
NEWBOOK-bodhyana_0006	1	7	"1 αñ░αññαÑìαñ»αÑç αñûαññ αñ░αÑìΓÇî αñ╕αÑìαñ»αñ╡αñ╛αñ╡αñ╛αñ╣αñ¿αÑìαñ¬αñ╛αñû αñÜαñƒαÑìΓÇî"	"''"
NEWBOOK-bodhyana_0006	1	8	"jax unas wena αñ»αÑÆαñ░αÑìαñ╡αÑâαññαñªαñ┐ αñ¬αÑìαññαñ«αÑìΓÇî Ada Maremeg"	"jax unas wena αñ»αÑÆαñ░αÑìαñ╡αÑâαññαñªαñ┐ αñ¬αÑìαññαñ«αÑì Ada Maremeg"
NEWBOOK-bodhyana_0006	1	9	"αñ«αñ¿αñÑαñ╕αÑìαñ╕αñ╛αñ▓αÑìαñ»αÑæαññαñ┐αñªαñ╡αÑçαñùαñ«αñ«αñ╕αññαñ┐αñ¿αñíαñ¬αñªαñ╛αñ╡αññαñ┐αñ░αñºαñ╛αññαñ┐αñ»αñòαÑìαñ░αñû αñÿαÑçαñ╕αñ¿αÑìαñ»αññαñ▓αÑìΓÇî αñ╣αÑÇ AL NAAN"	"''"
NEWBOOK-bodhyana_0006	1	10	"neg αñ▓αñ┐αñ▓αÑüαñ¿αñ╛αññαñ┐αñ╕αñ▓αñªαñ╛αñáαñ┐αÑçαñ¬αñ┐αññ?αñ¬αñ╢αÑìαñ╛αñáαñ┐αñ¿αñ╕αñÑαññαñ»αÑç FALAMRALAAAARALUM"	""
NEWBOOK-bodhyana_0006	1	11	"12αÑ» `  ┬⌐ Dharmartha Trust J&K. Digitized by eGangotri"	""
NEWBOOK-bodhyana_0007	1	1	"αñ╣αñ▓αñ╛αñ░αÑéαñ╡αñºαÑìαñ«αñ░ AAQM ARAL αñ¢αñòαñ╢αÑìαñ░αñ╖αÑìαñ╡αñ┐αñ╛αñ╕αÑìαñ╡αÑê αñ╡αñ¿αñ╕αÑìαñ» ga αññαññαñ╕αÑìαñ╡αñ╛αñ«αÑçαñò αñ╡αñ┐αñ╖αÑìαñ╢αññαñ┐αñºαñ╛αñ╕αÑçαñé"	"The text appears to be a mix of Sanskrit and other elements, but it does not form a coherent sentence or phrase in Sanskrit. Therefore, I cannot provide a translation."
NEWBOOK-bodhyana_0007	1	2	"αñ«αñ╡αñ┐ αñ╕αÑìαññαñ╢αñ╡αñùαÑìαñƒαññαÑçαññαñ┐αñ╡αñ╕αÑìαñòαñ░αñ╛αññαñ┐αñ╡αñ¿αÑìαñ╕αñ╕αÑìαññαÑüαñ¬αñ╕αÑìαñÜαñòαñ╛αñ«αñ╕αÑìαñ»αñ╕αÑìΓÇîαñ▓αñ«αñ╛αñ»αÑÇαñ«αñ╛αñ¿αñ╛αñ»αñòαññαñ╛αñ«αñ╕αÑìαñùαÑêαñ£αñ┐αñ░αÑî ATT αñ«αñÜαÑìαñ»αñ╛αñÖαñùαñ░αñ╕αÑìαñ╡αñùαñòαñ╛αñ»αñ╖αÑìαñ»αñ╡αÑçαñ╣αñòαñ»αÑçαññαñ┐αññαÑìαñ░αñ╛αÑìαñ▓αñ» AL αñùαÑìαñ░αñ╛αñ╣αñ╛αñªαñÑαñ╛αñ¬αÑüαñ░αñ╛ αñ░αññ αñ╡αñ┐αñí Qaqaaqcmr"	""
NEWBOOK-bodhyana_0007	1	3	"area ARIAT IT AS TACT TEAM TA AAA αñºαñ░αññαñ╛αñ»αñ▓αÑìαññαñ╛αñ╕αÑìαñ»αñ£αñÑαñ¿αÑç AMIE IALESAAS TAMA αñ»αÑé αñ»αñ╛αñ╕αÑìαñ»αñ╛ AMET ATIA TA CHAS AA BAB"	"''"
NEWBOOK-bodhyana_0007	1	4	"JHIMAAATNA ALA DATTA AAT AAGAANAAA αñ¬αñ»αñ╛αñ» 2 αññαñ«αñ╢ αñ╕αñ╛αñÑ αÑ¼ 'αñ╕αÑçαñ▓αñ┐αñíαñ╛αñ£αÑìαñëαññαÑìαññαñ░αñú αñùαñ╛αñ░αÑìαñ» αñ»αÑêαñƒαÑìΓÇî.αñ░αñ▓αñ┐αñ╕αÑ» αñ╕αÑìαññαÑÇαñ»αññαÑçαñûαÑüαñ£αÑìαñªαÑü αñƒαñ»; αñ╕αñ╕αÑìΓÇî αñªαñ»αññαñ┐αññαÑìαññαñ╖αÑìαñ¿αÑê αñ¬αÑìαñ░αñ£ AMANDA αñ╡αñ┐αñ»αñ»αÑçαñ¿αñ╛αñ¿αÑìαñ»αñòαÑìαñâαññαÑìαñ░αÑïαñ╕αÑìαññαñ▓αñ┐αñ╢αÑìαñ░αÑüαñÿαñ╡αÑìαñ╡αñ░αñ╡αÑìαñ»αñ╛αñ» αñ╕αÑìαñ╡ αñ»αñ₧αÑìαñ¬αñ»αñ╛αñ░αñ┐ αññαÑìαñ░αÑçαñùαñ» αñ£αñÿαñ¿αÑçαñ¿ MAGA AIAMNTIAMNAA TA ARLE UA"	""
NEWBOOK-bodhyana_0007	1	5	"1 αñ¬αñò αñªαñ¼αñªαñ╛αñªαñ¿αñ«αñ╡αñ» ~  αñ¿αÑìαñ¿."	""
NEWBOOK-bodhyana_0007	1	6	"┬⌐ Dharmartha Trust J&K. Digitized by eGangotri  =~ 2 >  bb."	""
NEWBOOK-bodhyana_0008	1	1	4	""
NEWBOOK-bodhyana_0008	1	2	"αñ¿αÑïαñÜαñ»αñºαñ┐αÑÇαññαñ┐αññαÑçαñ╖αÑüαñ▓αñ╛αñ¿αñ╛αñ»αÑìαñ»αññαñ¬αñ¿αÑÇαñ«αñ╖αÑìαñ╡αñ╢αÑìαñ¿αñ»αñ¿αÑç αñÜαÑçαñ░ αñÜαñ┐αñ╡αÑìαñ»αñÿαÑìαñ┐αññ-αñ¢αñºαñ╛αñ»αñ╛αñ¿αÑìαñ░αññαñ┐αñ¬αÑâαñ¬αÑìαñ«αÑçαñÅαñ╛"	"The text appears to be garbled or nonsensical and does not convey a coherent meaning in Sanskrit."
NEWBOOK-bodhyana_0008	1	3	"` [αñª"	`
NEWBOOK-bodhyana_0008	1	4	"ES RAIMA αññαñ╕αÑìαñ»αñ╛αñÿαÑìαñ░αñ╛αÑìαñ╡αñ¿αñ╛αñùαÑìαñ░αñâ MA VGA FEM αñ╡αñ╕αñ¿αñ╛ TIAA αñ▓αñ┐αññαÑç"	"The text appears to be a mix of words and does not form a coherent sentence in Sanskrit. Therefore, I cannot provide a translation."
NEWBOOK-bodhyana_0008	1	5	"GML IBM GIAAQA EA MLAM ACM L-GM A AA AMMAN AAACTA"	""
NEWBOOK-bodhyana_0008	1	6	"ACM ARAL MABAS CAN: AMAA ALIN BRUALAIAMAIMAM"	""""""
NEWBOOK-bodhyana_0008	1	7	"αñ¿αÑÇ 11 αñùαñ╛αñ╡ αñç αñ¿αñ┐αñ░αÑìαñ╣αñ┐ αñù αñçαññαÑìαñ░αñ┐αñ╡αñ╛αñ»αñªαñ┐αñ«αñéαñ╣αÑçαñùαÑìαñ»αñ╛αñ▓αÑÇαñùαñ┐αñ╡αñûαñ»αñ╛αñ╣αÑïαñ¬αñ╕αÑìαñªαñ░αñ╛αñùαÑçαÑìαñ░αññαÑìαñ░αÑéαññαñ╛"	"The text appears to be garbled or nonsensical and does not convey a clear meaning in Sanskrit."
NEWBOOK-bodhyana_0008	1	8	"(αñªαñ»αñéαñ╕αÑìαñªαñ╢αñ╛αññαÑìαñ░αñ╛αñ╣αñªαñ╛αñ▓αÑìαñ╡αñ«αñ╛αñ¿αñ╛ αñ«αñ¿αÑüαñ«αÑçαññαÑìαñ░ αñ¿αñòαñ¿ αñçαñÜαÑìαññαñ╛αñ£αñ» αñòαñ╣ αññαÑçαñ¿αñ╛αñåαñ» SNe"	"''"
NEWBOOK-bodhyana_0008	1	9	"AZBATAAAIAMAAMA 7 αñ░αñ░αññαñ┐αñòαñ╛αñ«αñ╡αñÜαÑìΓÇîαñ╢αÑìαñ╡αÑçαñ░αñ»αñ»αÑüαñ¿αñ┐αññαÑÇαññαñûαÑìαñ£αñ»αñ╛αñ╣αññαñ╛αñ«αÑìΓÇî αññαÑìαñ░αÑçαñú αñ╕αñ╛αñ╡αñ┐αñ╢αÑìαñÜ αñ»αñÜαÑïαñ╛αñ░αññαÑìαñ░αñ┐ αññαÑÇαñ»αñé αñ«αñ╛αñ¿ αñ»αñ╡αÑê αñÅαñí αññαñ┐ αñòαñ╛αñ« αñÑαñ╢αÑìαñÜ αñ░αñ»αñ¿αÑüαñ╡αñ┐αñúαñ┐αñ╡αÑçαññαñ¬αÑìαñ░ αñ»αñ╛αññαñ╛  αñ¿"	"''"
NEWBOOK-bodhyana_0008	1	10	"┬⌐ Dharmartha Trust J&K. Digitized by eGangotri 1  ┬º"	""
NEWBOOK-bodhyana_0008	1	11	{	""
NEWBOOK-bodhyana_0008	1	12	"αñ░αñ╛αñ«αÑìΓÇî  αññαñ»  αñ¿  ="	"R─üm = Taya na"
NEWBOOK-bodhyana_0009	1	1	"αñ« αñ╡ αñÖαÑìαñùαÑìαñº αñ╡αñ╛αñ╡αñ┐ αñ╡αñ╣αñªαñùαÑìαñº"	"I am not able to provide a translation for this snippet."
NEWBOOK-bodhyana_0009	1	2	"αÑìαñ»αñéαñªαÑìαñ╡αñùαÑìαñ»αÑïαñ╣αÑìαñ╡αÑìαñ»αñ«αñ╛αñ╖αÑìαñ»"	"Yaj├▒avalkya"
NEWBOOK-bodhyana_0009	1	3	"αñ»αññαÑÇ αñ»αÑüαññαñòαñ▓αñ¿αñ»αñ╛αñ¿αñ»αñ»αñ¿αñ»αñâαñ» αñ╣αÑìΓÇî] αñúαñ»αññαñ╛ AMAT αñªαñ╛αñ»αÑçαñ¬αÑìαñ┐αñòαñ╛αñ»αñ╖αÑìαñƒαñ┐αñ«αñ░αÑçαñ╡αÑìαñ»αñ╛αñ£αÑÇαñ¡"	"''"
NEWBOOK-bodhyana_0009	1	4	"αñ╡ αñ£αñ┐ x 11111 lt Cate"	""
NEWBOOK-bodhyana_0009	1	5	"αñ»αÑìαñ╡αñ«αÑìαñƒαñ╛αñ╡αñâαñªαÑÇαñ╕αÑìαññαñ¿αñ┐αñ╖αÑîαñ░αÑìαñ«αñªαÑìαñ«αñ░αñ«αñ╛αñ«αÑçαñ░ αñÜαñ¿αñ╕αÑìαñ»αñ╕αñ╛αññαñ╛αñ»αñé MAMMA αññαÑï"	"The text appears to be garbled or nonsensical and does not convey a clear meaning in Sanskrit."
NEWBOOK-bodhyana_0009	1	6	"αññαñ┐αñ░αÑüαñ¬αññαñ┐ αñ¿αÑéαñ░αÑìαñ¿ αñ¿αñ▓αñ╛αññαñ¿ αñàαñ¿αÑìαñ¿αñ╛αñ» αñ▓αÑìαñ» αññαñ┐αñ«αÑçαñ╣αñé αñªαñ╛αñ»αÑçαññαñ┐αñ╡αñ╖αÑìαñ»αñ╣αñ┐ αñ«αñé αñ╣αñª αñ»αñ╛αñ£αÑÇ αñ«αñ╛αÑ⌐αññαñ┐ αñ»αñ╛αñ╡αññαñ╛ 1 αññαñ╡αñ░αñ╛αñ¿αñ»αñ╡αÑìαñ╡αñ╡αÑìαñ░αñ┐αñòαÑìαñ¢αÑ» αñíαÑçαñ╡ αñ╕αñ«αñ¡αñ╛ αññαñ¿αñòαÑìαññαñ┐αñ»αññαñ╕αÑìαñ»αÑæαÑçαñ¿αññαñ┐αñ░αñ╕αñ┐αñ»αññαÑìΓÇî"	"Tirupati N┼½rna Nal─ütana Ann─üya, may you grant me the desired. As long as I am in this world, may I be free from suffering."
NEWBOOK-bodhyana_0009	1	7	"(αñ╕αÑìαñ╡αñ╡αñ╛αñ»αÑçαññαÑçαññαÑçαñ«αññαÑü αñ╖αÑçαññαñ«αÑïαñ«αñÅαñ»αñ»αÑçαñ¿ αñªαÑü αñ╡αññαñ╛ SPATS"	"''"
NEWBOOK-bodhyana_0009	1	8	"αñ┐αñ▓αñ╛αñ»αññαñ╛αñúαñ╛αñ¬αñ┐αñ░αñ»αñ╣ αñ¬ αñ£αñ░αñ¿αñ¬αñ╛αñ¿αñÅαñ» αñ¡αñ┐αññ (αññαñ┐αñ»αñ¿αÑìΓÇîαñƒαññαÑçαñ«αñ¿αÑìαñ»αÑïαÑçαñ╖αñ╡αÑçαÑìαñ╡αÑìαñ»αñâ LARA IMA AAIMATAUAGH"	""
NEWBOOK-bodhyana_0009	1	9	"┬⌐ Dharmartha Trust J&K. Digitized by eGangotri"	""
NEWBOOK-bodhyana_0010	1	1	"┬⌐"	""
NEWBOOK-bodhyana_0010	1	2	"1αñàαññαÑìαñÑαÑìαñ░αññαÑìΓÇîαñ╣αññαÑçαñºαñ┐ ena αñ«αñ╢αÑìαñ¬αññ αñòαñ░αñ«αÑìαññαñ┐αñ╡αñ╛αñªαÑìαñ╡αÑçαñ¡αÑìαñ»αñâαñ╢αÑìαÑìαÑç αñ»αñ«αñ┐αññαñ┐αñ¿αñòαÑç GEA αññ"	""
NEWBOOK-bodhyana_0010	1	3	oH	""
NEWBOOK-bodhyana_0010	1	4	"αñ»αÑï αñ«αñ£αÑç αññαÑìαñ┐αñ»αÑçαñúαñ╡αñ╛αñ¿αñ¬αñ░αñ┐αñ╕αÑìαññαÑÇ αñ¡αñ╡αñ»αñ╛αñ╣αÑüαñ╡αñ¿αÑÇαñ»αñ«αÑçαñ╡αñ╛αñ¿αÑìαñ░αñ┐ 1 αñ»αÑìΓÇî"	"This is a difficult situation for me."
NEWBOOK-bodhyana_0010	1	5	"αñ»αñ╢αÑìαñÜαñ╛αñªαñÑαÑïαñ▓αñ░αññαñƒαñ╡αñ«αÑçαñ╡αñ╛αñ¿αÑìαñ╡αñ╛αñ╣αñ╛αñ░αÑìαñ»αñ½αñ╡αñ¿αÑçαñ¬αÑçαñªαñ┐αñ░αÑìαñ░αñÅαÑìαñúαñ»αñ╡αñù"	"The one who is on the shore of the river, enjoying the feast."
NEWBOOK-bodhyana_0010	1	6	"αñ╣αñªαñ»αñé AMAUMETAATIARY"	""
NEWBOOK-bodhyana_0010	1	7	"αñ╕αÑÇαñ░αñ»αññαñ┐αñ╖αÑüαñªαñ╢αÑìαÑìαñ»αñé αñ╡αñ┐αñ»αññαñ╛αñÑαñºαñ╛αñ▓αñ┐αñ╕αñ╕αñ╛αñªαñ»αñ▓αñ┐αñ╕αÑìαñ½αÑìαñ»αñÜαÑæαñòαñ¬αñ╛αñòαñ╛αñ▓αñ┐αñ»αñ╛αñ╡αÑìαñ░αñ┐αñ╣αñ»αñ╢αÑìαñ╡αñ░) αñÜαñ░αÑìαñÜαÑìΓÇî"	"''"
NEWBOOK-bodhyana_0010	1	8	"αñ¢αñ╢αÑìαñ¿αñ╛αñ▓αñ▓αñ¿αÑçαñÜαÑìΓÇî αñ╢αÑìαñ»αÑÇ αñÜαÑïαñ¿αÑìαñª αñ▓αÑê BASIENE MIG αñÜαñ┐αñ╡αÑï TAAIAFA"	""
NEWBOOK-bodhyana_0010	1	9	"αñ╢αñ╛αñ▓αÑìαññαñ┐αñòαñ╖αÑìαñƒαñ░αñÅαñÜαÑêαñíαñ╛ αñÅ αñ¿ αñ¼αÑçαñ╕ αñ╕αñ░αÑïαñÜαñ¬αñ┐αñ╖αñƒαñ╛αÑ¼ αñ¬αÑìαÑÇαñÜαñ£αÑìαñ░αñúαñúαÑÇαññαñ╛αñÅαñ╝αñé αñ»αñ¿αÑê αñ¿αñ╛ αñ£αÑìαñ»αñ╕αÑìαñ»αñ╛αñ▓αñ¿αÑìαñ╡αñ╡αñªαñÜαñé"	"Sh─ültikaß╣úß╣¡araß╕Ñaß╕ì─ü e na b─ôsa sarocapiß╣úß╣¡─ü 6 p─½cajraß╣çß╣ç─½t─ü─ôß╣â yanai n─ü jyasy─ülanvavadacaß╣â"
NEWBOOK-bodhyana_0010	1	10	"αññ αñ╕αñ¬αñ¿αñ░αÑÇαñÜαñ»αñ╛αñïαñ░αñÜαñ╡αÑçαñ░αñ╖αñ░αñ┐αñ╡αñ╛αñ▓αñ¿αÑç αñÜαÑìαñ» αñÜ αñºαÑìαñ« ARAATMN αñ░αñ╛ αñ»αñ╕αÑìαñòαñ╛) AACA"	""
NEWBOOK-bodhyana_0010	1	11	"αñ»αñ╛αñ¿αñ┐αñÜαñ▓αÑìαñ»αñ╛αñ¿αñ┐αñ»αñ╛αñ¿αñ╖αÑìαñáαñ┐αññαñ╛αñ¿αÑìαñ»αñ╡αñ«αÑç αñ╡αñªαÑç αñº αñ╕<-αñ╕αñ╛αñÜαññαÑìαñ░αñ╣αÑìαñ╖αñ╛αñÅ CY αñÅαññ αñ░αñ¬αñ╡αÑçαñ╢αÑìαñ»αÑìΓÇî αñ░ MRL αñ░αñ╛αñ╕"	"The text appears to be garbled or nonsensical and does not convey a coherent meaning in Sanskrit."
